,MAL_ID,Genres,Type,Episodes,Studios,Rating,Start_year,Start_season,Score,range_episodes,Genres_Split,Studios_Split
13676,36521,"Comedy, Parody",ONA,18,A.C.G.T.,PG-13 - Teens 13 or older,2017,Spring,5.57,[13 - 25],"['Comedy', 'Parody']",['A.C.G.T.']
13677,36522,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,12,Haoliners Animation League,PG-13 - Teens 13 or older,2018,Winter,7.49,[1 - 13],"['Action', 'Comedy', 'Magic', 'ShounenAi', 'Supernatural']",['HaolinersAnimationLeague']
13678,36524,"Action, Super Power, Magic",Special,1,A.C.G.T.,PG-13 - Teens 13 or older,2017,Fall,5.34,[1 - 13],"['Action', 'SuperPower', 'Magic']",['A.C.G.T.']
13679,36525,"Drama, Psychological",TV,12,"TNK, Zero-G",R - 17+ (violence & profanity),2018,Spring,5.98,[1 - 13],"['Drama', 'Psychological']","['TNK', 'Zero-G']"
13681,36529,Music,Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2018,Spring,6.4,[1 - 13],['Music'],['A-1Pictures']
13683,36531,"Action, Sci-Fi, Kids, Mecha",TV,76,OLM,PG - Children,2018,Winter,6.78,[73 - 85],"['Action', 'Sci-Fi', 'Kids', 'Mecha']",['OLM']
13684,36536,"Music, Slice of Life, School",TV,12,C-Station,PG-13 - Teens 13 or older,2019,Summer,6.89,[1 - 13],"['Music', 'SliceofLife', 'School']",['C-Station']
13686,36538,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,1,Shuka,PG-13 - Teens 13 or older,2018,Summer,8.41,[1 - 13],"['Demons', 'Drama', 'Shoujo', 'SliceofLife', 'Supernatural']",['Shuka']
13687,36539,"Comedy, Romance, School",Special,1,feel.,PG-13 - Teens 13 or older,2017,Summer,7.29,[1 - 13],"['Comedy', 'Romance', 'School']",['feel.']
13688,36542,"Sci-Fi, Romance",Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2017,Fall,6.38,[1 - 13],"['Sci-Fi', 'Romance']",['A-1Pictures']
13691,36545,"Comedy, Historical, Supernatural, Romance",ONA,15,Haoliners Animation League,PG-13 - Teens 13 or older,2017,Winter,7.51,[13 - 25],"['Comedy', 'Historical', 'Supernatural', 'Romance']",['HaolinersAnimationLeague']
13692,36548,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,12,Geno Studio,R - 17+ (violence & profanity),2018,Winter,7.04,[1 - 13],"['Psychological', 'Supernatural', 'Drama', 'Mystery', 'Seinen']",['GenoStudio']
13697,36553,Comedy,ONA,3,Bandai Namco Pictures,G - All Ages,2017,Summer,7.09,[1 - 13],['Comedy'],['BandaiNamcoPictures']
13698,36556,"Action, Comedy, Historical, Samurai, Shounen",Movie,1,White Fox,R - 17+ (violence & profanity),2018,Fall,6.52,[1 - 13],"['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']",['WhiteFox']
13700,36560,"Comedy, Romance, Ecchi, School",OVA,1,"Diomedéa, Studio Blanc",R+ - Mild Nudity,2018,Winter,6.4,[1 - 13],"['Comedy', 'Romance', 'Ecchi', 'School']","['Diomedéa', 'StudioBlanc']"
13702,36563,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13,TMS Entertainment,R - 17+ (violence & profanity),2018,Spring,7.92,[13 - 25],"['Action', 'Sci-Fi', 'SliceofLife', 'Sports', 'Drama']",['TMSEntertainment']
13704,36565,"Comedy, Drama, Shounen, Sports",TV,25,OLM,PG-13 - Teens 13 or older,2018,Spring,7.49,[25 - 37],"['Comedy', 'Drama', 'Shounen', 'Sports']",['OLM']
13705,36566,"Comedy, Seinen",Movie,1,Shin-Ei Animation,G - All Ages,2018,Spring,6.64,[1 - 13],"['Comedy', 'Seinen']",['Shin-EiAnimation']
13706,36569,"Comedy, Parody",ONA,10,KIZAWA Studio,PG-13 - Teens 13 or older,2016,Summer,6.52,[1 - 13],"['Comedy', 'Parody']",['KIZAWAStudio']
13710,36574,Fantasy,ONA,1,dwarf,G - All Ages,2017,Summer,4.944444444444445,[1 - 13],['Fantasy'],['dwarf']
13711,36575,Fantasy,ONA,1,dwarf,G - All Ages,2011,Summer,4.961538461538462,[1 - 13],['Fantasy'],['dwarf']
13712,36577,Fantasy,ONA,2,"Trigger, dwarf",G - All Ages,2017,Summer,5.88,[1 - 13],['Fantasy'],"['Trigger', 'dwarf']"
13713,36578,Romance,ONA,1,dwarf,G - All Ages,2017,Fall,6.07,[1 - 13],['Romance'],['dwarf']
13717,36582,Slice of Life,ONA,1,dwarf,G - All Ages,2013,Winter,5.470588235294118,[1 - 13],['SliceofLife'],['dwarf']
13721,36586,Drama,ONA,1,Pops Inc.,G - All Ages,2016,Winter,5.746666666666667,[1 - 13],['Drama'],['PopsInc.']
13722,36587,"Adventure, Fantasy",TV,12,MAPPA,PG-13 - Teens 13 or older,2019,Fall,6.78,[1 - 13],"['Adventure', 'Fantasy']",['MAPPA']
13726,36593,"Action, Magic, Fantasy, Shoujo",TV,49,Toei Animation,G - All Ages,2018,Winter,7.72,[49 - 61],"['Action', 'Magic', 'Fantasy', 'Shoujo']",['ToeiAnimation']
13741,36608,Music,Music,1,Akatsuki,G - All Ages,2017,Fall,5.63,[1 - 13],['Music'],['Akatsuki']
13744,36616,"Action, Slice of Life, Comedy, Supernatural",Special,1,Bones,PG-13 - Teens 13 or older,2018,Winter,7.29,[1 - 13],"['Action', 'SliceofLife', 'Comedy', 'Supernatural']",['Bones']
13752,36625,"Action, Mystery, Horror, Supernatural, Seinen",OVA,1,Polygon Pictures,R - 17+ (violence & profanity),2017,Spring,7.1,[1 - 13],"['Action', 'Mystery', 'Horror', 'Supernatural', 'Seinen']",['PolygonPictures']
13754,36629,"Slice of Life, Comedy, School, Shoujo",Special,1,EMT Squared,PG-13 - Teens 13 or older,2016,Fall,6.3,[1 - 13],"['SliceofLife', 'Comedy', 'School', 'Shoujo']",['EMTSquared']
13757,36632,"Comedy, Ecchi, Romance",TV,10,"NAZ, Magia Doraglier",PG-13 - Teens 13 or older,2018,Fall,4.91,[1 - 13],"['Comedy', 'Ecchi', 'Romance']","['NAZ', 'MagiaDoraglier']"
13758,36633,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,12,J.C.Staff,R - 17+ (violence & profanity),2019,Winter,7.13,[1 - 13],"['Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Mecha', 'School']",['J.C.Staff']
13767,36644,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen",ONA,13,Boyan Pictures,PG-13 - Teens 13 or older,2017,Winter,6.39,[13 - 25],"['Adventure', 'Mystery', 'Historical', 'Romance', 'MartialArts', 'Shounen']",['BoyanPictures']
13769,36649,"Action, Adventure, Drama, Shoujo",TV,24,MAPPA,R - 17+ (violence & profanity),2018,Summer,8.45,[13 - 25],"['Action', 'Adventure', 'Drama', 'Shoujo']",['MAPPA']
13770,36652,"Adventure, Music, Comedy, Drama, School, Seinen",TV,12,Gaina,PG-13 - Teens 13 or older,2018,Spring,7.33,[1 - 13],"['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']",['Gaina']
13771,36653,"Sports, Drama, School",TV,13,Kyoto Animation,PG-13 - Teens 13 or older,2018,Fall,7.58,[13 - 25],"['Sports', 'Drama', 'School']",['KyotoAnimation']
13772,36654,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,12,Telecom Animation Film,PG-13 - Teens 13 or older,2018,Summer,6.71,[1 - 13],"['SliceofLife', 'Comedy', 'Historical', 'Demons', 'Supernatural']",['TelecomAnimationFilm']
13773,36655,"Action, Historical, Martial Arts",ONA,12,Polygon Pictures,R - 17+ (violence & profanity),2018,Spring,5.69,[1 - 13],"['Action', 'Historical', 'MartialArts']",['PolygonPictures']
13776,36661,"Action, Adventure, Fantasy",Movie,1,Nice Boat Animation,PG-13 - Teens 13 or older,2017,Summer,6.6,[1 - 13],"['Action', 'Adventure', 'Fantasy']",['NiceBoatAnimation']
13794,36683,Comedy,Special,1,Madhouse,G - All Ages,2017,Summer,6.85,[1 - 13],['Comedy'],['Madhouse']
13798,36688,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,1,Production IMS,R+ - Mild Nudity,2018,Winter,6.94,[1 - 13],"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",['ProductionIMS']
13800,36692,"Sci-Fi, Music, Slice of Life, Comedy",Special,4,Satelight,PG-13 - Teens 13 or older,2017,Fall,6.87,[1 - 13],"['Sci-Fi', 'Music', 'SliceofLife', 'Comedy']",['Satelight']
13804,36702,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1,Wit Studio,R - 17+ (violence & profanity),2018,Winter,7.76,[1 - 13],"['Action', 'Drama', 'Fantasy', 'Shounen', 'SuperPower']",['WitStudio']
13805,36704,"Comedy, Drama, School, Slice of Life, Sports",TV,12,"Kyoto Animation, Animation Do",PG-13 - Teens 13 or older,2018,Summer,7.59,[1 - 13],"['Comedy', 'Drama', 'School', 'SliceofLife', 'Sports']","['KyotoAnimation', 'AnimationDo']"
13810,36716,Music,Music,1,pH Studio,G - All Ages,2016,Spring,6.26,[1 - 13],['Music'],['pHStudio']
13813,36720,"Harem, Hentai, Supernatural, Fantasy",OVA,4,T-Rex,Rx - Hentai,2018,Winter,7.53,[1 - 13],"['Harem', 'Hentai', 'Supernatural', 'Fantasy']",['T-Rex']
13815,36722,"Action, Adventure, Fantasy, Magic, Mystery, School, Supernatural",ONA,24,Mili Pictures,PG-13 - Teens 13 or older,2017,Fall,6.405172413793103,[13 - 25],"['Action', 'Adventure', 'Fantasy', 'Magic', 'Mystery', 'School', 'Supernatural']",['MiliPictures']
13818,36726,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,12,Xebec,R+ - Mild Nudity,2018,Summer,7.06,[1 - 13],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']",['Xebec']
13820,36728,Slice of Life,TV,12,Charaction,PG - Children,2018,Winter,6.06,[1 - 13],['SliceofLife'],['Charaction']
13821,36729,"Action, Historical, Supernatural, Drama, Magic, Fantasy",Special,2,A-1 Pictures,R - 17+ (violence & profanity),2017,Summer,6.39,[1 - 13],"['Action', 'Historical', 'Supernatural', 'Drama', 'Magic', 'Fantasy']",['A-1Pictures']
13824,36732,"Action, Fantasy, Historical, Martial Arts",ONA,60,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,2016,Winter,7.21,[49 - 61],"['Action', 'Fantasy', 'Historical', 'MartialArts']",['SparklyKeyAnimationStudio']
13828,36737,Hentai,OVA,2,Seven,Rx - Hentai,2018,Winter,7.22,[1 - 13],['Hentai'],['Seven']
13841,36754,"Demons, Drama, Romance, Supernatural",TV,26,Gonzo,PG-13 - Teens 13 or older,2018,Spring,7.5,[25 - 37],"['Demons', 'Drama', 'Romance', 'Supernatural']",['Gonzo']
13842,36755,Hentai,OVA,1,Office Takeout,Rx - Hentai,2017,Fall,6.46,[1 - 13],['Hentai'],['OfficeTakeout']
13843,36756,"Comedy, Historical",Special,7,Shuka,PG-13 - Teens 13 or older,2016,Fall,5.63,[1 - 13],"['Comedy', 'Historical']",['Shuka']
13848,36762,"Action, Adventure, Mystery, Horror, Thriller, Fantasy",ONA,26,CG Year,R - 17+ (violence & profanity),2017,Summer,6.33,[25 - 37],"['Action', 'Adventure', 'Mystery', 'Horror', 'Thriller', 'Fantasy']",['CGYear']
13856,36775,"Drama, Romance, Slice of Life",ONA,12,2:10 AM Animation,PG-13 - Teens 13 or older,2017,Fall,7.25,[1 - 13],"['Drama', 'Romance', 'SliceofLife']",['2:10AMAnimation']
13857,36777,"Comedy, Fantasy",OVA,1,White Fox,PG-13 - Teens 13 or older,2018,Spring,6.75,[1 - 13],"['Comedy', 'Fantasy']",['WhiteFox']
13862,36783,"Action, Military, School",ONA,1,Actas,PG-13 - Teens 13 or older,2017,Fall,7.05,[1 - 13],"['Action', 'Military', 'School']",['Actas']
13863,36784,"Slice of Life, Comedy",TV,12,Tomovies,G - All Ages,2018,Winter,6.36,[1 - 13],"['SliceofLife', 'Comedy']",['Tomovies']
13865,36790,Fantasy,ONA,10,Haoliners Animation League,PG-13 - Teens 13 or older,2016,Winter,6.84,[1 - 13],['Fantasy'],['HaolinersAnimationLeague']
13866,36791,Fantasy,ONA,12,Haoliners Animation League,PG-13 - Teens 13 or older,2016,Summer,6.69,[1 - 13],['Fantasy'],['HaolinersAnimationLeague']
13867,36792,"Comedy, Drama, Ecchi, Romance",OVA,2,A-1 Pictures,PG-13 - Teens 13 or older,2019,Winter,6.91,[1 - 13],"['Comedy', 'Drama', 'Ecchi', 'Romance']",['A-1Pictures']
13868,36793,"Romance, School, Shoujo",TV,12,Hoods Entertainment,PG-13 - Teens 13 or older,2018,Spring,6.78,[1 - 13],"['Romance', 'School', 'Shoujo']",['HoodsEntertainment']
13869,36796,"Mystery, Comedy, Supernatural, Vampire",Special,2,Shaft,R - 17+ (violence & profanity),2017,Summer,7.83,[1 - 13],"['Mystery', 'Comedy', 'Supernatural', 'Vampire']",['Shaft']
13870,36797,"Comedy, Fantasy",TV,12,Strawberry Meets Pictures,PG - Children,2018,Winter,5.91,[1 - 13],"['Comedy', 'Fantasy']",['StrawberryMeetsPictures']
13871,36798,"Drama, Fantasy, Magic, Slice of Life",Special,1,Studio Gokumi,PG-13 - Teens 13 or older,2017,Fall,7.01,[1 - 13],"['Drama', 'Fantasy', 'Magic', 'SliceofLife']",['StudioGokumi']
13872,36799,Slice of Life,ONA,1,Kyoto Animation,G - All Ages,2016,Winter,5.75,[1 - 13],['SliceofLife'],['KyotoAnimation']
13873,36800,"Slice of Life, Comedy, School, Shounen",TV,12,J.C.Staff,PG-13 - Teens 13 or older,2018,Spring,7.13,[1 - 13],"['SliceofLife', 'Comedy', 'School', 'Shounen']",['J.C.Staff']
13874,36803,"Action, Comedy, Supernatural, Drama, Vampire, Josei",Movie,1,Platinum Vision,PG-13 - Teens 13 or older,2018,Spring,7.19,[1 - 13],"['Action', 'Comedy', 'Supernatural', 'Drama', 'Vampire', 'Josei']",['PlatinumVision']
13885,36816,"Action, Adventure, Sci-Fi",Movie,1,Polygon Pictures,R - 17+ (violence & profanity),2018,Spring,6.68,[1 - 13],"['Action', 'Adventure', 'Sci-Fi']",['PolygonPictures']
13886,36817,"Comedy, Slice of Life",TV,12,SILVER LINK.,PG-13 - Teens 13 or older,2018,Summer,6.86,[1 - 13],"['Comedy', 'SliceofLife']",['SILVERLINK.']
13892,36823,"Comedy, Historical, Supernatural, Romance",ONA,8,Haoliners Animation League,PG-13 - Teens 13 or older,2016,Fall,7.54,[1 - 13],"['Comedy', 'Historical', 'Supernatural', 'Romance']",['HaolinersAnimationLeague']
13893,36824,"Comedy, Historical, Supernatural, Romance",ONA,26,Haoliners Animation League,PG-13 - Teens 13 or older,2017,Fall,7.47,[25 - 37],"['Comedy', 'Historical', 'Supernatural', 'Romance']",['HaolinersAnimationLeague']
13894,36825,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,OLM,PG - Children,2006,Summer,6.21,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",['OLM']
13895,36827,"Mystery, Comedy, Super Power",Special,1,J.C.Staff,PG-13 - Teens 13 or older,2017,Fall,6.82,[1 - 13],"['Mystery', 'Comedy', 'SuperPower']",['J.C.Staff']
13896,36828,"Action, Sci-Fi",TV,12,Satelight,PG-13 - Teens 13 or older,2018,Spring,6.03,[1 - 13],"['Action', 'Sci-Fi']",['Satelight']
13897,36833,"Slice of Life, Parody",Special,1,SILVER LINK.,PG-13 - Teens 13 or older,2018,Winter,6.81,[1 - 13],"['SliceofLife', 'Parody']",['SILVERLINK.']
13898,36834,"Fantasy, Historical, Music, Romance",Special,1,Typhoon Graphics,PG-13 - Teens 13 or older,2017,Fall,6.27,[1 - 13],"['Fantasy', 'Historical', 'Music', 'Romance']",['TyphoonGraphics']
13901,36838,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,12,Bandai Namco Pictures,PG-13 - Teens 13 or older,2018,Winter,8.81,[1 - 13],"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']",['BandaiNamcoPictures']
13902,36840,"Ecchi, Romance, School",TV,12,Lilix,R+ - Mild Nudity,2018,Winter,5.54,[1 - 13],"['Ecchi', 'Romance', 'School']",['Lilix']
13906,36847,"Ecchi, Fantasy",TV,10,Bridge,R+ - Mild Nudity,2018,Winter,5.21,[1 - 13],"['Ecchi', 'Fantasy']",['Bridge']
13907,36848,"Harem, Comedy, Romance, School",ONA,15,B.CMAY PICTURES,PG-13 - Teens 13 or older,2017,Fall,7.23,[13 - 25],"['Harem', 'Comedy', 'Romance', 'School']",['B.CMAYPICTURES']
13908,36849,Hentai,OVA,2,T-Rex,Rx - Hentai,2018,Winter,6.84,[1 - 13],['Hentai'],['T-Rex']
13910,36855,Comedy,ONA,24,Kyoto Animation,G - All Ages,2017,Fall,6.85,[13 - 25],['Comedy'],['KyotoAnimation']
13912,36857,"Sci-Fi, Adventure, Police, Mecha",Movie,1,OLM,PG - Children,2018,Summer,6.142857142857143,[1 - 13],"['Sci-Fi', 'Adventure', 'Police', 'Mecha']",['OLM']
13913,36858,"Action, Demons, Fantasy, Magic, Supernatural",Movie,1,"Studio VOLN, Studio M2",PG-13 - Teens 13 or older,2018,Fall,6.17,[1 - 13],"['Action', 'Demons', 'Fantasy', 'Magic', 'Supernatural']","['StudioVOLN', 'StudioM2']"
13914,36861,"Action, Police, Magic, Fantasy",ONA,1,SANZIGEN,G - All Ages,2017,Fall,6.0,[1 - 13],"['Action', 'Police', 'Magic', 'Fantasy']",['SANZIGEN']
13915,36862,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Movie,1,Kinema Citrus,R - 17+ (violence & profanity),2020,Winter,8.74,[1 - 13],"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",['KinemaCitrus']
13916,36864,"Comedy, Josei, Romance, School",TV,25,Yumeta Company,PG-13 - Teens 13 or older,2018,Spring,6.83,[25 - 37],"['Comedy', 'Josei', 'Romance', 'School']",['YumetaCompany']
13920,36871,"Action, Sci-Fi, Seinen, Super Power",ONA,13,"Production I.G, Sola Digital Arts",PG-13 - Teens 13 or older,2019,Spring,6.75,[13 - 25],"['Action', 'Sci-Fi', 'Seinen', 'SuperPower']","['ProductionI.G', 'SolaDigitalArts']"
13921,36873,"Comedy, Ecchi, Seinen",TV,10,J.C.Staff,R - 17+ (violence & profanity),2018,Summer,6.93,[1 - 13],"['Comedy', 'Ecchi', 'Seinen']",['J.C.Staff']
13923,36875,"Comedy, Demons, Ecchi, Shounen",ONA,1,Shaft,PG-13 - Teens 13 or older,2018,Winter,5.67,[1 - 13],"['Comedy', 'Demons', 'Ecchi', 'Shounen']",['Shaft']
13926,36882,"Action, Adventure, Fantasy, Harem",TV,13,"Asread, White Fox",PG-13 - Teens 13 or older,2019,Summer,6.52,[13 - 25],"['Action', 'Adventure', 'Fantasy', 'Harem']","['Asread', 'WhiteFox']"
13928,36884,"Comedy, Drama, Fantasy, Military",TV,12,Bones,PG-13 - Teens 13 or older,2018,Spring,7.37,[1 - 13],"['Comedy', 'Drama', 'Fantasy', 'Military']",['Bones']
13929,36885,"Harem, Comedy, Romance, Ecchi, School",Movie,1,CloverWorks,PG-13 - Teens 13 or older,2019,Fall,8.48,[1 - 13],"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",['CloverWorks']
13933,36894,"Action, Sci-Fi, Comedy",TV,10,Kanaban Graphics,PG-13 - Teens 13 or older,2017,Winter,6.25,[1 - 13],"['Action', 'Sci-Fi', 'Comedy']",['KanabanGraphics']
13935,36896,"Action, Shounen, Super Power",Movie,1,Bones,PG-13 - Teens 13 or older,2018,Summer,7.7,[1 - 13],"['Action', 'Shounen', 'SuperPower']",['Bones']
13936,36902,"Comedy, Fantasy, Magic",TV,12,Pierrot Plus,PG-13 - Teens 13 or older,2018,Spring,6.64,[1 - 13],"['Comedy', 'Fantasy', 'Magic']",['PierrotPlus']
13937,36903,"Action, Martial Arts",ONA,12,Larx Entertainment,R - 17+ (violence & profanity),2019,Summer,7.47,[1 - 13],"['Action', 'MartialArts']",['LarxEntertainment']
13938,36904,"Slice of Life, Comedy",ONA,10,Fanworks,PG-13 - Teens 13 or older,2018,Spring,7.7,[1 - 13],"['SliceofLife', 'Comedy']",['Fanworks']
13940,36906,"Comedy, Supernatural",TV,11,Nomad,PG-13 - Teens 13 or older,2018,Summer,6.94,[1 - 13],"['Comedy', 'Supernatural']",['Nomad']
13942,36910,"Action, Historical, Supernatural, Martial Arts, Fantasy",ONA,42,Sparkly Key Animation Studio,PG-13 - Teens 13 or older,2017,Fall,7.61,[37 - 49],"['Action', 'Historical', 'Supernatural', 'MartialArts', 'Fantasy']",['SparklyKeyAnimationStudio']
13943,36913,Comedy,Special,4,OLM,G - All Ages,2011,Winter,5.86,[1 - 13],['Comedy'],['OLM']
13944,36914,"Comedy, School",Special,1,ufotable,PG-13 - Teens 13 or older,2017,Fall,6.35,[1 - 13],"['Comedy', 'School']",['ufotable']
13945,36915,"Action, Supernatural, Magic, Fantasy",Special,1,Lay-duce,PG-13 - Teens 13 or older,2017,Fall,6.27,[1 - 13],"['Action', 'Supernatural', 'Magic', 'Fantasy']",['Lay-duce']
13951,36923,"Action, Comedy, Super Power, Magic, Fantasy, Shounen",Special,1,A-1 Pictures,PG-13 - Teens 13 or older,2018,Winter,7.29,[1 - 13],"['Action', 'Comedy', 'SuperPower', 'Magic', 'Fantasy', 'Shounen']",['A-1Pictures']
13953,36927,"Action, Game, Adventure, Comedy, Kids, Fantasy",Movie,1,"OLM, Wit Studio",PG - Children,2018,Summer,7.19,[1 - 13],"['Action', 'Game', 'Adventure', 'Comedy', 'Kids', 'Fantasy']","['OLM', 'WitStudio']"
13955,36933,Hentai,OVA,2,T-Rex,Rx - Hentai,2018,Spring,6.82,[1 - 13],['Hentai'],['T-Rex']
13956,36934,"Action, Sports, Shounen",TV,52,David Production,G - All Ages,2018,Spring,7.42,[49 - 61],"['Action', 'Sports', 'Shounen']",['DavidProduction']
13957,36936,"Adventure, Drama, Fantasy",Movie,1,Studio Chizu,G - All Ages,2018,Summer,7.32,[1 - 13],"['Adventure', 'Drama', 'Fantasy']",['StudioChizu']
13958,36937,"Action, Drama, Martial Arts, Music",OVA,1,Production I.G,PG-13 - Teens 13 or older,1997,Winter,6.425531914893617,[1 - 13],"['Action', 'Drama', 'MartialArts', 'Music']",['ProductionI.G']
13959,36942,"Slice of Life, Comedy",Special,3,"Gathering, Lesprit",PG-13 - Teens 13 or older,2017,Fall,6.37,[1 - 13],"['SliceofLife', 'Comedy']","['Gathering', 'Lesprit']"
13960,36943,"Comedy, Ecchi, Shoujo Ai",TV,12,"Creators in Pack, Studio Lings",PG-13 - Teens 13 or older,2018,Spring,5.58,[1 - 13],"['Comedy', 'Ecchi', 'ShoujoAi']","['CreatorsinPack', 'StudioLings']"
13961,36945,"Comedy, Super Power",TV,12,Bouncy,PG-13 - Teens 13 or older,2018,Fall,5.72,[1 - 13],"['Comedy', 'SuperPower']",['Bouncy']
13962,36946,"Action, Adventure, Super Power, Martial Arts, Fantasy, Shounen",Movie,1,Toei Animation,PG-13 - Teens 13 or older,2018,Fall,8.1,[1 - 13],"['Action', 'Adventure', 'SuperPower', 'MartialArts', 'Fantasy', 'Shounen']",['ToeiAnimation']
13964,36949,"Ecchi, School, Shounen",TV,12,J.C.Staff,PG-13 - Teens 13 or older,2018,Spring,8.08,[1 - 13],"['Ecchi', 'School', 'Shounen']",['J.C.Staff']
13965,36950,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",OVA,4,Xebec,R+ - Mild Nudity,2018,Summer,7.08,[1 - 13],"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'Shounen']",['Xebec']
13966,36951,"Action, Adventure, Comedy, Demons, Supernatural, Martial Arts, Shounen",Special,2,Studio Pierrot,PG-13 - Teens 13 or older,2018,Fall,7.41,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'MartialArts', 'Shounen']",['StudioPierrot']
13969,36955,"Comedy, Fantasy, Parody",ONA,8,Bandai Namco Pictures,PG-13 - Teens 13 or older,2018,Summer,6.17,[1 - 13],"['Comedy', 'Fantasy', 'Parody']",['BandaiNamcoPictures']
13970,36956,"Hentai, Romance",OVA,1,BOOTLEG,Rx - Hentai,2018,Winter,6.56,[1 - 13],"['Hentai', 'Romance']",['BOOTLEG']
13971,36962,"Drama, Shounen",OVA,1,J.C.Staff,PG-13 - Teens 13 or older,2018,Spring,7.48,[1 - 13],"['Drama', 'Shounen']",['J.C.Staff']
13972,36963,Music,ONA,8,TROYCA,PG-13 - Teens 13 or older,2018,Winter,7.95,[1 - 13],['Music'],['TROYCA']
13974,36967,"Action, Adventure, Comedy, Seinen",OVA,1,TMS Entertainment,PG-13 - Teens 13 or older,2018,Summer,6.97,[1 - 13],"['Action', 'Adventure', 'Comedy', 'Seinen']",['TMSEntertainment']
13976,36969,"Comedy, Kids, Mystery",ONA,1,Toei Animation,PG - Children,2017,Summer,4.301587301587301,[1 - 13],"['Comedy', 'Kids', 'Mystery']",['ToeiAnimation']
13979,36976,"Action, Comedy, Magic, Romance, Sci-Fi, Shounen",TV,12,Production Reed,R - 17+ (violence & profanity),2018,Spring,5.43,[1 - 13],"['Action', 'Comedy', 'Magic', 'Romance', 'Sci-Fi', 'Shounen']",['ProductionReed']
13983,36982,"Comedy, Kids",TV,39,helo.inc,G - All Ages,2018,Winter,6.8,[37 - 49],"['Comedy', 'Kids']",['helo.inc']
